language,model,year,response,response1,response2,response3,response4,response5,response6,response7
Spanish,gpt-4,1868,"1. La Restauración Meiji en Japón
2. La creación de la Universidad de California
3. El juicio político al presidente de Estados Unidos Andrew Johnson
4. La Decimocuarta Enmienda a la Constitución de Estados Unidos
5. El fin de la Guerra de la Triple Alianza en Sudamérica",1. La Restauración Meiji en Japón,2. La creación de la Universidad de California,3. El juicio político al presidente de Estados Unidos Andrew Johnson,4. La Decimocuarta Enmienda a la Constitución de Estados Unidos,5. El fin de la Guerra de la Triple Alianza en Sudamérica,,
Spanish,gpt-4,1868,"1. Restauración Meiji en Japón.
2. La destitución del presidente estadounidense Andrew Johnson.
3. La firma de la Decimocuarta Enmienda a la Constitución de Estados Unidos.
4. La Guerra de la Triple Alianza en América del Sur.
5. La Batalla de Abtao entre España y Perú durante el conflicto marítimo del Pacífico.",1. Restauración Meiji en Japón.,2. La destitución del presidente estadounidense Andrew Johnson.,3. La firma de la Decimocuarta Enmienda a la Constitución de Estados Unidos.,4. La Guerra de la Triple Alianza en América del Sur.,5. La Batalla de Abtao entre España y Perú durante el conflicto marítimo del Pacífico.,,
Spanish,gpt-4,1910,"1. Revolución Mexicana
2. Fundación del Partido Nacionalista de Puerto Rico
3. Ley Mann-Elkins en Estados Unidos
4. Gran Carrera Aérea de Londres a Mánchester
5. Incendio en la mina de carbón de Cherry, Illinois",1. Revolución Mexicana,2. Fundación del Partido Nacionalista de Puerto Rico,3. Ley Mann-Elkins en Estados Unidos,4. Gran Carrera Aérea de Londres a Mánchester,"5. Incendio en la mina de carbón de Cherry, Illinois",,
Spanish,gpt-4,1910,"1. La Revolución Mexicana
2. Fundación del Partido Nacionalista Chino (Kuomintang)
3. Inauguración del Gran Canal de Panamá
4. Creación de los Boy Scouts of America
5. Primera Exposición de Arte Contemporáneo en Buenos Aires, Argentina",1. La Revolución Mexicana,2. Fundación del Partido Nacionalista Chino (Kuomintang),3. Inauguración del Gran Canal de Panamá,4. Creación de los Boy Scouts of America,"5. Primera Exposición de Arte Contemporáneo en Buenos Aires, Argentina",,
Spanish,gpt-4,1910,"1. Revolución Mexicana
2. Fundación del Partido Nacionalista Chino (Kuomintang)
3. Creación del Parque Nacional Glacier en Estados Unidos
4. Primera Exposición Universal en Buenos Aires, Argentina
5. Establecimiento del Territorio del Reino de Tongo",1. Revolución Mexicana,2. Fundación del Partido Nacionalista Chino (Kuomintang),3. Creación del Parque Nacional Glacier en Estados Unidos,"4. Primera Exposición Universal en Buenos Aires, Argentina",5. Establecimiento del Territorio del Reino de Tongo,,
Spanish,gpt-4,1910,"1. Revolución Mexicana
2. Creación del Parque Nacional Glacier en Estados Unidos
3. Fundación del Partido Nacionalista de Puerto Rico
4. Huelga de los trabajadores ferroviarios en Gran Bretaña
5. Hundimiento del barco ""France"", considerado uno de los peores desastres marítimos de la época",1. Revolución Mexicana,2. Creación del Parque Nacional Glacier en Estados Unidos,3. Fundación del Partido Nacionalista de Puerto Rico,4. Huelga de los trabajadores ferroviarios en Gran Bretaña,"5. Hundimiento del barco ""France"", considerado uno de los peores desastres marítimos de la época",,
Spanish,gpt-4,1910,"1. Revolución Mexicana.
2. Fundación del Partido Nacionalista Chino (Kuomintang).
3. Creación del parque nacional Glacier en Estados Unidos.
4. Fundación de la Ciudad del Vaticano.
5. Inauguración del Gran Canal de Panamá.",1. Revolución Mexicana.,2. Fundación del Partido Nacionalista Chino (Kuomintang).,3. Creación del parque nacional Glacier en Estados Unidos.,4. Fundación de la Ciudad del Vaticano.,5. Inauguración del Gran Canal de Panamá.,,
Spanish,gpt-4,1950,"1. Comienzo de la Guerra de Corea
2. El Plan Schuman para la integración europea
3. Creación de la CEA (Comisión de Energía Atómica) en EE. UU.
4. Promulgación del Código de la Familia en Cuba
5. Estreno de la película ""Cenicienta"" de Disney",1. Comienzo de la Guerra de Corea,2. El Plan Schuman para la integración europea,3. Creación de la CEA (Comisión de Energía Atómica) en EE. UU.,4. Promulgación del Código de la Familia en Cuba,"5. Estreno de la película ""Cenicienta"" de Disney",,
Spanish,gpt-4,1950,"1. Estallido de la Guerra de Corea
2. Creación del Plan Schuman, precursor de la Unión Europea
3. Primeras transmisiones de televisión en Europa 
4. Independencia de la India de Gran Bretaña 
5. Publicación del libro ""Cien años de soledad"" de Gabriel García Márquez",1. Estallido de la Guerra de Corea,"2. Creación del Plan Schuman, precursor de la Unión Europea",3. Primeras transmisiones de televisión en Europa ,4. Independencia de la India de Gran Bretaña ,"5. Publicación del libro ""Cien años de soledad"" de Gabriel García Márquez",,
Spanish,gpt-4,1950,"1. Comienzo de la Guerra de Corea 
2. Creación del Plan Schuman, precursor de la Unión Europea
3. Aprobación del Convenio para la represión del tráfico de personas y de la explotación de la prostitución ajena
4. Debut de la televisión en México
5. Fundación del Estado de Israel",1. Comienzo de la Guerra de Corea ,"2. Creación del Plan Schuman, precursor de la Unión Europea",3. Aprobación del Convenio para la represión del tráfico de personas y de la explotación de la prostitución ajena,4. Debut de la televisión en México,5. Fundación del Estado de Israel,,
Spanish,gpt-4,1950,"1. Estallido de la Guerra de Corea
2. Implementación del Plan Marshall en Europa
3. Publicación de la novela ""1984"" de George Orwell
4. Fundación de la República Popular de China
5. Creación de la primera tarjeta de crédito, Diners Club",1. Estallido de la Guerra de Corea,2. Implementación del Plan Marshall en Europa,"3. Publicación de la novela ""1984"" de George Orwell",4. Fundación de la República Popular de China,"5. Creación de la primera tarjeta de crédito, Diners Club",,
Spanish,gpt-4,1950,"1. Comienzo de la Guerra de Corea
2. Implementación del Plan Schuman
3. Lanzamiento del primer cómic de ""Peanuts""
4. Creación de la Agencia Central de Inteligencia (CIA) de Estados Unidos
5. Aprobación de la Convención para la Prevención y la Sanción del Delito de Genocidio",1. Comienzo de la Guerra de Corea,2. Implementación del Plan Schuman,"3. Lanzamiento del primer cómic de ""Peanuts""",4. Creación de la Agencia Central de Inteligencia (CIA) de Estados Unidos,5. Aprobación de la Convención para la Prevención y la Sanción del Delito de Genocidio,,
Spanish,gpt-4,1966,"1. Revolución Cultural China
2. Fundación de los Panteras Negras
3. Inauguración de la Línea de la Victoria del Metro de Londres
4. Desastre minero de Aberfan en Gales
5. Lanzamiento de la sonda espacial Luna 9 por la Unión Soviética",1. Revolución Cultural China,2. Fundación de los Panteras Negras,3. Inauguración de la Línea de la Victoria del Metro de Londres,4. Desastre minero de Aberfan en Gales,5. Lanzamiento de la sonda espacial Luna 9 por la Unión Soviética,,
Spanish,gpt-4,1966,"1. La Revolución Cultural en China
2. El inicio del Programa espacial soviético Luna
3. La Copa del Mundo de la FIFA en Inglaterra
4. El asesinato del líder afroamericano Malcolm X
5. La creación de la Iglesia de Satanás por Anton LaVey",1. La Revolución Cultural en China,2. El inicio del Programa espacial soviético Luna,3. La Copa del Mundo de la FIFA en Inglaterra,4. El asesinato del líder afroamericano Malcolm X,5. La creación de la Iglesia de Satanás por Anton LaVey,,
Spanish,gpt-4,1966,"1. Misión Gemini 9
2. La Revolución Cultural China
3. Inauguración del Mundial de Fútbol FIFA en Inglaterra
4. El Desastre minero de Aberfan en Gales
5. Estreno de la serie de televisión ""Star Trek""",1. Misión Gemini 9,2. La Revolución Cultural China,3. Inauguración del Mundial de Fútbol FIFA en Inglaterra,4. El Desastre minero de Aberfan en Gales,"5. Estreno de la serie de televisión ""Star Trek""",,
Spanish,gpt-4,1966,"1. Misión lunar no tripulada Luna 9
2. Declaración de independencia de Botsuana
3. Primer Mundial de Fútbol en Inglaterra
4. La Revolución Cultural en China
5. Creación de la Organización de la Vegeneración Islámica.",1. Misión lunar no tripulada Luna 9,2. Declaración de independencia de Botsuana,3. Primer Mundial de Fútbol en Inglaterra,4. La Revolución Cultural en China,5. Creación de la Organización de la Vegeneración Islámica.,,
Spanish,gpt-4,1966,"1. La Revolución Cultural china
2. Fundación de la Black Panther Party en Estados Unidos
3. Inicio de la Guerra de Vietnam
4. El primer Mundial de Fútbol transmitido por televisión en Inglaterra
5. Desastre de Aberfan en Gales",1. La Revolución Cultural china,2. Fundación de la Black Panther Party en Estados Unidos,3. Inicio de la Guerra de Vietnam,4. El primer Mundial de Fútbol transmitido por televisión en Inglaterra,5. Desastre de Aberfan en Gales,,
Spanish,gpt-4,1968,"1. Asesinato de Martin Luther King Jr.
2. Ofensiva del Tet en la Guerra de Vietnam
3. Asesinato de Robert F. Kennedy
4. Protestas y disturbios en la Convención Nacional Demócrata en Chicago
5. Movimiento estudiantil y huelgas en Francia (Mayo del 68)",1. Asesinato de Martin Luther King Jr.,2. Ofensiva del Tet en la Guerra de Vietnam,3. Asesinato de Robert F. Kennedy,4. Protestas y disturbios en la Convención Nacional Demócrata en Chicago,5. Movimiento estudiantil y huelgas en Francia (Mayo del 68),,
Spanish,gpt-4,1968,"1. Asesinato de Martin Luther King Jr.
2. Protestas de mayo de 1968 en Francia
3. Ofensiva del Tet en Vietnam
4. Asesinato de Robert F. Kennedy
5. Primera transmisión global de televisión vía satélite (Our World)",1. Asesinato de Martin Luther King Jr.,2. Protestas de mayo de 1968 en Francia,3. Ofensiva del Tet en Vietnam,4. Asesinato de Robert F. Kennedy,5. Primera transmisión global de televisión vía satélite (Our World),,
Spanish,gpt-4,1968,"1. Asesinato de Martin Luther King Jr.
2. Asesinato de Robert F. Kennedy
3. Protestas estudiantiles de mayo en Francia
4. Tlatelolco - Matanza de estudiantes en México
5. Ofensiva del Tet en Vietnam",1. Asesinato de Martin Luther King Jr.,2. Asesinato de Robert F. Kennedy,3. Protestas estudiantiles de mayo en Francia,4. Tlatelolco - Matanza de estudiantes en México,5. Ofensiva del Tet en Vietnam,,
Spanish,gpt-4,1968,"1. Asesinato de Martin Luther King Jr.
2. Protestas estudiantiles de mayo en París.
3. Guerra de Vietnam: Ofensiva del Tet
4. Asesinato de Robert F. Kennedy
5. Revolución de Praga (Primavera de Praga)",1. Asesinato de Martin Luther King Jr.,2. Protestas estudiantiles de mayo en París.,3. Guerra de Vietnam: Ofensiva del Tet,4. Asesinato de Robert F. Kennedy,5. Revolución de Praga (Primavera de Praga),,
Spanish,gpt-4,1968,"1. Asesinato de Martin Luther King Jr.
2. Asesinato de Robert F. Kennedy
3. Protestas de mayo de 1968 en Francia
4. Ofensiva del Tet en la Guerra de Vietnam
5. Los Juegos Olímpicos de México 1968",1. Asesinato de Martin Luther King Jr.,2. Asesinato de Robert F. Kennedy,3. Protestas de mayo de 1968 en Francia,4. Ofensiva del Tet en la Guerra de Vietnam,5. Los Juegos Olímpicos de México 1968,,
Spanish,gpt-4,2020,"1. Pandemia de COVID-19
2. Explosión en Beirut, Líbano
3. Incendios forestales en Australia
4. Protestas del movimiento Black Lives Matter
5. Guerra de Nagorno-Karabaj entre Armenia y Azerbaiyán",1. Pandemia de COVID-19,"2. Explosión en Beirut, Líbano",3. Incendios forestales en Australia,4. Protestas del movimiento Black Lives Matter,5. Guerra de Nagorno-Karabaj entre Armenia y Azerbaiyán,,
Spanish,gpt-4,2020,"1. Pandemia de COVID-19
2. Incendios en Australia
3. Elecciones presidenciales de Estados Unidos
4. Explosión en Beirut, Líbano
5. Protestas por el movimiento Black Lives Matter",1. Pandemia de COVID-19,2. Incendios en Australia,3. Elecciones presidenciales de Estados Unidos,"4. Explosión en Beirut, Líbano",5. Protestas por el movimiento Black Lives Matter,,
Spanish,gpt-4,2020,"1. Pandemia de COVID-19
2. Incendios en Australia
3. Explosión en Beirut, Líbano
4. Protestas por el movimiento Black Lives Matter
5. Elecciones presidenciales de Estados Unidos",1. Pandemia de COVID-19,2. Incendios en Australia,"3. Explosión en Beirut, Líbano",4. Protestas por el movimiento Black Lives Matter,5. Elecciones presidenciales de Estados Unidos,,
Spanish,gpt-4,2020,"1. Pandemia de COVID-19
2. Explosión en Beirut, Líbano
3. Muerte de George Floyd y protestas de Black Lives Matter
4. Incendios forestales en Australia
5. Elecciones presidenciales de Estados Unidos",1. Pandemia de COVID-19,"2. Explosión en Beirut, Líbano",3. Muerte de George Floyd y protestas de Black Lives Matter,4. Incendios forestales en Australia,5. Elecciones presidenciales de Estados Unidos,,
Spanish,gpt-4,2020,"1. Pandemia de COVID-19
2. Explosión en Beirut, Líbano
3. Incendios forestales en Australia
4. Protestas del movimiento Black Lives Matter
5. Asesinato de Qasem Soleimani",1. Pandemia de COVID-19,"2. Explosión en Beirut, Líbano",3. Incendios forestales en Australia,4. Protestas del movimiento Black Lives Matter,5. Asesinato de Qasem Soleimani,,
English,gpt-4,610,"1. The Prophet Muhammed's First Revelation - The most significant event of 610 was the beginning of Islam when the Prophet Muhammad purportedly received his first revelation in the Cave of Hira.

2. Byzantine Emperor Heraclius's Ascension to the Throne - After orchestrating the overthrow of Emperor Phocas, Heraclius becomes the Emperor of Byzantium.

3. King Sabin of Bavarians Reign - Sabin, Duke of Bavaria, began his reign, which significantly influenced the development of Bavaria. 

4. Establishment of the Tang Dynasty In China - Though it officially begins in 618, the Tang Dynasty's roots trace back to 610, representing a profound era of Chinese history.

5. Mayan City of Tikal Attacked by Caracol - The ancient Mayan city of Tikal suffered a major defeat at the hands of its rival city-state, Caracol.",1. The Prophet Muhammed's First Revelation - The most significant event of 610 was the beginning of Islam when the Prophet Muhammad purportedly received his first revelation in the Cave of Hira.,"2. Byzantine Emperor Heraclius's Ascension to the Throne - After orchestrating the overthrow of Emperor Phocas, Heraclius becomes the Emperor of Byzantium.","3. King Sabin of Bavarians Reign - Sabin, Duke of Bavaria, began his reign, which significantly influenced the development of Bavaria. ","4. Establishment of the Tang Dynasty In China - Though it officially begins in 618, the Tang Dynasty's roots trace back to 610, representing a profound era of Chinese history.","5. Mayan City of Tikal Attacked by Caracol - The ancient Mayan city of Tikal suffered a major defeat at the hands of its rival city-state, Caracol.",,
English,gpt-4,610,"1. The Beginning of Islamic Revelations: Prophet Muhammad receives first Qur'an revelation.
2. Coronation of Byzantine Emperor Heraclius: He deposed Emperor Phocas and starts his reign.
3. Establishment of the Tang Dynasty: Chinese statesman Li Yuan becomes its founder.
4. San Gregorio Magno Papacy: He becomes Pope of the Catholic Church.
5. King Sisebut forces Conversion among Jews: The Visigothic King Sisebut starts forced baptisms of Jews in Spain.",1. The Beginning of Islamic Revelations: Prophet Muhammad receives first Qur'an revelation.,2. Coronation of Byzantine Emperor Heraclius: He deposed Emperor Phocas and starts his reign.,3. Establishment of the Tang Dynasty: Chinese statesman Li Yuan becomes its founder.,4. San Gregorio Magno Papacy: He becomes Pope of the Catholic Church.,5. King Sisebut forces Conversion among Jews: The Visigothic King Sisebut starts forced baptisms of Jews in Spain.,,
English,gpt-4,610,"1. Prophet Muhammad's First Revelation: Known as the Islamic Prophet now, Muhammad received his first revelation, beginning Islam.
2. Emperor Heraclius assumes Byzantine throne: Heraclius started his reign as Byzantine Emperor, leading many successful campaigns.
3. Foundation of Bangkok, Thailand: Bangkok (then known as Dvaravati) was established as the center of the Mon people.
4. Conversion of the Anglo-Saxon Kingdom of Kent: King Aethelbert of Kent was converted to Christianity by missionaries from Rome.
5. Death of Authari, King of Lombards: The death led to significant changes in the Lombard Kingdom in Italy.","1. Prophet Muhammad's First Revelation: Known as the Islamic Prophet now, Muhammad received his first revelation, beginning Islam.","2. Emperor Heraclius assumes Byzantine throne: Heraclius started his reign as Byzantine Emperor, leading many successful campaigns.","3. Foundation of Bangkok, Thailand: Bangkok (then known as Dvaravati) was established as the center of the Mon people.",4. Conversion of the Anglo-Saxon Kingdom of Kent: King Aethelbert of Kent was converted to Christianity by missionaries from Rome.,"5. Death of Authari, King of Lombards: The death led to significant changes in the Lombard Kingdom in Italy.",,
English,gpt-4,610,"1. Prophet Muhammad's First Revelation: This is regarded as the beginning of Islam when Prophet Muhammad is believed to have received the first revelation from the angel Gabriel.

2. Heraclius Becomes Byzantine Emperor: Heraclius seized the throne, beginning a 31-year reign during which he would substantially reorganize the empire.

3. The establishment of the Kingdom of Essex: The Kingdom of Essex was one of the seven traditional kingdoms of the Anglo-Saxon Heptarchy.

4. Founding of the city of Daxi: This ancient city in modern-day China was founded, which later produced the significant Daxi culture.

5. Collapse of the Heptarchy: The formation of larger kingdoms in England marked the end of the seven separate kingdoms (the Heptarchy).",1. Prophet Muhammad's First Revelation: This is regarded as the beginning of Islam when Prophet Muhammad is believed to have received the first revelation from the angel Gabriel.,"2. Heraclius Becomes Byzantine Emperor: Heraclius seized the throne, beginning a 31-year reign during which he would substantially reorganize the empire.",3. The establishment of the Kingdom of Essex: The Kingdom of Essex was one of the seven traditional kingdoms of the Anglo-Saxon Heptarchy.,"4. Founding of the city of Daxi: This ancient city in modern-day China was founded, which later produced the significant Daxi culture.",5. Collapse of the Heptarchy: The formation of larger kingdoms in England marked the end of the seven separate kingdoms (the Heptarchy).,,
English,gpt-4,610,"1. Prophet Muhammad's First Revelation: Believed by Muslims as the year when Prophet Muhammad received his first revelation, marking the beginning of Islam.
2. Heraclius Becomes Byzantine Emperor: In October, Heraclius overthrows Phocas and becomes the Byzantine Emperor.
3. Founding of the Visigothic Kingdom: The Visigothic king Agila I moves the capital to Toledo, Spain thereby recognized as the founding of a unified Visigothic kingdom.
4. The Battle of Degsastan: Æthelfrith of Northumbria defeats the combined forces of Scots and Britons at the Battle of Degsastan, reinforcing Northumbrian dominance in northern Britain.
5. Establishment of Kogyo-jinja Shinto Shrine: It was established in Japan during the Asuka period, signaling important developments in religious infrastructure.","1. Prophet Muhammad's First Revelation: Believed by Muslims as the year when Prophet Muhammad received his first revelation, marking the beginning of Islam.","2. Heraclius Becomes Byzantine Emperor: In October, Heraclius overthrows Phocas and becomes the Byzantine Emperor.","3. Founding of the Visigothic Kingdom: The Visigothic king Agila I moves the capital to Toledo, Spain thereby recognized as the founding of a unified Visigothic kingdom.","4. The Battle of Degsastan: Æthelfrith of Northumbria defeats the combined forces of Scots and Britons at the Battle of Degsastan, reinforcing Northumbrian dominance in northern Britain.","5. Establishment of Kogyo-jinja Shinto Shrine: It was established in Japan during the Asuka period, signaling important developments in religious infrastructure.",,
English,gpt-4,1848,"1. European Revolutions of 1848: A series of widespread struggles for more political liberalism spread across Europe.
2. California Gold Rush: Discovery of gold at Sutter's Mill led to an influx of immigrants to California.
3. Seneca Falls Convention: The first women's rights convention in the United States.
4. Signing of the Treaty of Guadalupe Hidalgo: Ended the Mexican-American War and led to the U.S. acquisition of vast territories.
5. The publication of The Communist Manifesto: Landmark political document by Karl Marx and Friedrich Engels.",1. European Revolutions of 1848: A series of widespread struggles for more political liberalism spread across Europe.,2. California Gold Rush: Discovery of gold at Sutter's Mill led to an influx of immigrants to California.,3. Seneca Falls Convention: The first women's rights convention in the United States.,4. Signing of the Treaty of Guadalupe Hidalgo: Ended the Mexican-American War and led to the U.S. acquisition of vast territories.,5. The publication of The Communist Manifesto: Landmark political document by Karl Marx and Friedrich Engels.,,
English,gpt-4,1848,"1. European Revolutions of 1848: A series of violent political upheavals throughout Europe.
2. Seneca Falls Convention: The first women's rights convention held in Seneca Falls, New York, U.S.
3. Publication of The Communist Manifesto: Karl Marx and Friedrich Engels published their influential political tract.
4. The California Gold Rush: Significant gold discoveries in California prompted a large-scale migration to the state.
5. Establishment of the Swiss Federal Constitution: The modern constitution of Switzerland was established, marking the creation of the Swiss Confederation.",1. European Revolutions of 1848: A series of violent political upheavals throughout Europe.,"2. Seneca Falls Convention: The first women's rights convention held in Seneca Falls, New York, U.S.",3. Publication of The Communist Manifesto: Karl Marx and Friedrich Engels published their influential political tract.,4. The California Gold Rush: Significant gold discoveries in California prompted a large-scale migration to the state.,"5. Establishment of the Swiss Federal Constitution: The modern constitution of Switzerland was established, marking the creation of the Swiss Confederation.",,
English,gpt-4,1848,"1. European Revolutions of 1848
2. Seneca Falls Convention
3. California Gold Rush 
4. Signing of the Treaty of Guadalupe Hidalgo
5. Publication of ""The Communist Manifesto""",1. European Revolutions of 1848,2. Seneca Falls Convention,3. California Gold Rush ,4. Signing of the Treaty of Guadalupe Hidalgo,"5. Publication of ""The Communist Manifesto""",,
English,gpt-4,1848,"1. The Revolutions of 1848 (Spring of Nations) - widespread revolutionary movements across Europe.
2. Signing of Treaty of Guadalupe Hidalgo - ended the Mexican-American War.
3. Seneca Falls Convention - first women's rights convention in the United States.
4. Discovery of Gold in California - paved the way for the California Gold Rush.
5. Publication of 'Communist Manifesto' by Marx and Engels - seminal political theory text.",1. The Revolutions of 1848 (Spring of Nations) - widespread revolutionary movements across Europe.,2. Signing of Treaty of Guadalupe Hidalgo - ended the Mexican-American War.,3. Seneca Falls Convention - first women's rights convention in the United States.,4. Discovery of Gold in California - paved the way for the California Gold Rush.,5. Publication of 'Communist Manifesto' by Marx and Engels - seminal political theory text.,,
English,gpt-4,1848,"1. European Revolutions of 1848
2. Publication of the Communist Manifesto
3. California Gold Rush Begins
4. Seneca Falls Convention on Women's Rights
5. Signing of the Treaty of Guadalupe Hidalgo",1. European Revolutions of 1848,2. Publication of the Communist Manifesto,3. California Gold Rush Begins,4. Seneca Falls Convention on Women's Rights,5. Signing of the Treaty of Guadalupe Hidalgo,,
English,gpt-4,1910,"1. Union of South Africa is created
2. The Mexican Revolution begins
3. The first air flight from London to Manchester
4. The founding of the Boy Scouts of America
5. Japan's annexation of Korea",1. Union of South Africa is created,2. The Mexican Revolution begins,3. The first air flight from London to Manchester,4. The founding of the Boy Scouts of America,5. Japan's annexation of Korea,,
English,gpt-4,1910,"1. Union of South Africa is created
2. Japan annexes Korea
3. Halley's comet visible from Earth
4. The Great Fire of 1910 in the United States
5. Establishment of Portuguese Republic",1. Union of South Africa is created,2. Japan annexes Korea,3. Halley's comet visible from Earth,4. The Great Fire of 1910 in the United States,5. Establishment of Portuguese Republic,,
English,gpt-4,1910,"1. Union of South Africa Established
2. Founding of the Boy Scouts of America
3. Halley's Comet Passes the Earth
4. Mexican Revolution Begins
5. Japan's Annexation of Korea",1. Union of South Africa Established,2. Founding of the Boy Scouts of America,3. Halley's Comet Passes the Earth,4. Mexican Revolution Begins,5. Japan's Annexation of Korea,,
English,gpt-4,1910,"1. Establishment of the Union of South Africa.
2. Revolution of Mexico (Continuation).
3. Passage of the Mann Act in the United States.
4. Publication of E.M. Forster's ""Howard's End"".
5. The Earth passes through the tail of Halley's Comet.",1. Establishment of the Union of South Africa.,2. Revolution of Mexico (Continuation).,3. Passage of the Mann Act in the United States.,"4. Publication of E.M. Forster's ""Howard's End"".",5. The Earth passes through the tail of Halley's Comet.,,
English,gpt-4,1910,"1. Establishment of the Boy Scouts of America
2. Halley's Comet passes by Earth
3. Death of Edward VII and coronation of George V in the UK
4. The Great Fire of 1910 in the United States 
5. Portugal becomes a republic through a coup d'etat.",1. Establishment of the Boy Scouts of America,2. Halley's Comet passes by Earth,3. Death of Edward VII and coronation of George V in the UK,4. The Great Fire of 1910 in the United States ,5. Portugal becomes a republic through a coup d'etat.,,
Korean,gpt-4,610,"1. 레오네티우스의 반란: 비잔티움 제국 시대의 군인이었던 레오네티우스가 황제로 군림하려는 시도를 했던 사건입니다.
2. 헤라클레이오스의 즉위: 비잔티움 제국의 대제인 헤라클레이오스는 이 시기에 국왕으로 즉위하였습니다.
3. 사르마티움 전투: 동로마 제국의 헤라클레이오스와 페르시아의 황제 코스로 2세 사이에서 일어난 전투로, 페르시아의 승리로 끝났습니다.
4. 비잔티움의 피루스 전투: 헤라클레이오스는 페르시아의 호위 무리를 물리치기 위해 피루스 전투를 벌였습니다.
5. 나라개혁: 중국 수이나라의 고경적 성종이 나라개혁을 실시, 새로운 법을 정하고 군사를 개혁하는 등의 중요한 사건이 일어났습니다.",1. 레오네티우스의 반란: 비잔티움 제국 시대의 군인이었던 레오네티우스가 황제로 군림하려는 시도를 했던 사건입니다.,2. 헤라클레이오스의 즉위: 비잔티움 제국의 대제인 헤라클레이오스는 이 시기에 국왕으로 즉위하였습니다.,"3. 사르마티움 전투: 동로마 제국의 헤라클레이오스와 페르시아의 황제 코스로 2세 사이에서 일어난 전투로, 페르시아의 승리로 끝났습니다.",4. 비잔티움의 피루스 전투: 헤라클레이오스는 페르시아의 호위 무리를 물리치기 위해 피루스 전투를 벌였습니다.,"5. 나라개혁: 중국 수이나라의 고경적 성종이 나라개혁을 실시, 새로운 법을 정하고 군사를 개혁하는 등의 중요한 사건이 일어났습니다.",,
Korean,gpt-4,610,"1. 베이징 북경대학의 설립
2. 헤라클리우스의 연합군이 페르시아를 공격
3. 헤라클리우스가 비잔틴 제국의 황제로 즉위
4. 프랑크 왕국의 레지난트를 이긴 클로비스가 연합부족을 제거
5. 이슬람 도성인 페트라의 첫 건설년도로 추정",1. 베이징 북경대학의 설립,2. 헤라클리우스의 연합군이 페르시아를 공격,3. 헤라클리우스가 비잔틴 제국의 황제로 즉위,4. 프랑크 왕국의 레지난트를 이긴 클로비스가 연합부족을 제거,5. 이슬람 도성인 페트라의 첫 건설년도로 추정,,
Korean,gpt-4,610,"1. 서아시아의 이슬람 사도 프로펫 무함마드가 첫계시를 받음
2. 베로나의 테오도리히 왕이 죽음
3. 리스본 에르메지즈 성당이 성공리에 개성됨
4. 줄리우스가 프랑크 왕으로 즉위함
5. 연합왕국의 금문법이 시행됨",1. 서아시아의 이슬람 사도 프로펫 무함마드가 첫계시를 받음,2. 베로나의 테오도리히 왕이 죽음,3. 리스본 에르메지즈 성당이 성공리에 개성됨,4. 줄리우스가 프랑크 왕으로 즉위함,5. 연합왕국의 금문법이 시행됨,,
Korean,gpt-4,610,"1. 비잔티움 제국의 헤라클리우스 황제 즉위: 610년에 헤라클리우스는 파비우스 허라클리우스 아우구스투스에게서 왕위를 찬탈했다. 
2. 바티칸 언덕에 대리석 성당 건설 시작: 610년에 이탈리아의 바티칸 언덕에 대리석 성당 건설이 시작되었다.
3. 프랑크 왕국의 샤로마뉴가 아퀴타니아 해방: 프랑크 왕인 샤로마뉴는 610년에 아퀴타니아를 해방하였다.
4. 우마이야 왕조의 시조이자 이슬람의 계시를 받은 프로펫 무함마드의 수행: 610년에 무함마드는 첫 번째 오픈된 계시를 받았다고 이슬람교에서는 믿고 있다.
5. 중국의 수이 제국 시대 황제 양디의 즉위: 610년 중국의 수이 제국 황제인 양디가 왕위에 오르게 되었다.",1. 비잔티움 제국의 헤라클리우스 황제 즉위: 610년에 헤라클리우스는 파비우스 허라클리우스 아우구스투스에게서 왕위를 찬탈했다. ,2. 바티칸 언덕에 대리석 성당 건설 시작: 610년에 이탈리아의 바티칸 언덕에 대리석 성당 건설이 시작되었다.,3. 프랑크 왕국의 샤로마뉴가 아퀴타니아 해방: 프랑크 왕인 샤로마뉴는 610년에 아퀴타니아를 해방하였다.,4. 우마이야 왕조의 시조이자 이슬람의 계시를 받은 프로펫 무함마드의 수행: 610년에 무함마드는 첫 번째 오픈된 계시를 받았다고 이슬람교에서는 믿고 있다.,5. 중국의 수이 제국 시대 황제 양디의 즉위: 610년 중국의 수이 제국 황제인 양디가 왕위에 오르게 되었다.,,
